GeneName,ComparisonName,Log2FoldChange,PValue,AdjustedPValue
ENSG00000164938,RNA_M12e2.vs.RNA_M12WT,0.533168619,0.001878869,0.023716495
ENSG00000253878,RNA_M12e2.vs.RNA_M12WT,1.469836898,0.020960566,0.105880644
ENSG00000175895,RNA_M12e2.vs.RNA_M12WT,0.055742663,0.600268888,0.768260743
ENSG00000156172,RNA_M12e2.vs.RNA_M12WT,-0.163982778,0.263644096,0.482099775
ENSG00000253945,RNA_M12e2.vs.RNA_M12WT,0.227206203,0.11499368,0.292525692
ENSG00000156467,RNA_M12e2.vs.RNA_M12WT,0.090920176,0.465162505,0.664533394
ENSG00000156469,RNA_M12e2.vs.RNA_M12WT,-0.388876463,0.005952976,0.048823355
ENSG00000156471,RNA_M12e2.vs.RNA_M12WT,-0.636110156,5.70E-05,0.002358134
ENSG00000104324,RNA_M12e2.vs.RNA_M12WT,0.360282693,0.159621164,0.35707509
ENSG00000147649,RNA_M12e2.vs.RNA_M12WT,-0.081422147,0.521524617,0.710055802
ENSG00000104341,RNA_M12e2.vs.RNA_M12WT,-0.239167712,0.014132977,0.083049128
ENSG00000243504,RNA_M12e2.vs.RNA_M12WT,-0.63630357,0.124602324,0.307297117
ENSG00000132561,RNA_M12e2.vs.RNA_M12WT,0.819244022,0.000216416,0.005794458
ENSG00000156482,RNA_M12e2.vs.RNA_M12WT,-0.150739124,0.120790565,0.301339704
ENSG00000245970,RNA_M12e2.vs.RNA_M12WT,-1.815032441,0.028549521,0.127383266
ENSG00000207067,RNA_M12e2.vs.RNA_M12WT,0.437304153,0.179502651,0.383482624
ENSG00000177459,RNA_M12e2.vs.RNA_M12WT,0.452238455,0.003783881,0.03729012
ENSG00000132541,RNA_M12e2.vs.RNA_M12WT,-0.785862267,2.44E-05,0.001294096
ENSG00000104356,RNA_M12e2.vs.RNA_M12WT,-0.190266204,0.109820373,0.284412177
ENSG00000104361,RNA_M12e2.vs.RNA_M12WT,-0.465053459,0.016717209,0.092543041
ENSG00000104375,RNA_M12e2.vs.RNA_M12WT,-0.105917465,0.34759961,0.566425211
ENSG00000240870,RNA_M12e2.vs.RNA_M12WT,0.041629222,0.858252081,0.92850064
ENSG00000164920,RNA_M12e2.vs.RNA_M12WT,0.329022195,0.163779303,0.363273777
ENSG00000253948,RNA_M12e2.vs.RNA_M12WT,-0.739096205,0.011260167,0.072393107
ENSG00000253180,RNA_M12e2.vs.RNA_M12WT,-0.364264899,0.176948937,0.380496394
ENSG00000132549,RNA_M12e2.vs.RNA_M12WT,-0.067592969,0.69421035,0.831502956
ENSG00000236583,RNA_M12e2.vs.RNA_M12WT,0.131133018,0.702342541,0.837311675
ENSG00000164919,RNA_M12e2.vs.RNA_M12WT,-0.163006226,0.134352335,0.322199537
ENSG00000156509,RNA_M12e2.vs.RNA_M12WT,0.317018662,0.331913052,0.551112034
ENSG00000147669,RNA_M12e2.vs.RNA_M12WT,-0.046182549,0.641058943,0.795568892
ENSG00000104450,RNA_M12e2.vs.RNA_M12WT,0.050093113,0.70742429,0.840088
ENSG00000253299,RNA_M12e2.vs.RNA_M12WT,0.759489737,0.341667959,0.560298938
ENSG00000034677,RNA_M12e2.vs.RNA_M12WT,0.058380121,0.705525074,0.839045588
ENSG00000186106,RNA_M12e2.vs.RNA_M12WT,-0.288465627,0.037407526,0.149759725
ENSG00000174226,RNA_M12e2.vs.RNA_M12WT,-0.727933369,0.285419046,0.504842378
ENSG00000070756,RNA_M12e2.vs.RNA_M12WT,-0.00738706,0.926971511,0.964273927
ENSG00000212994,RNA_M12e2.vs.RNA_M12WT,0.090688838,0.489016194,0.684002782
ENSG00000260368,RNA_M12e2.vs.RNA_M12WT,0.030628436,0.960979619,0.981938584
ENSG00000164924,RNA_M12e2.vs.RNA_M12WT,-0.296273024,0.010707264,0.070287895
ENSG00000261087,RNA_M12e2.vs.RNA_M12WT,-1.07460058,0.000730638,0.012746301
ENSG00000120963,RNA_M12e2.vs.RNA_M12WT,-0.262028464,0.035540832,0.145126296
ENSG00000228224,RNA_M12e2.vs.RNA_M12WT,-0.112658862,0.268587263,0.486482013
ENSG00000083307,RNA_M12e2.vs.RNA_M12WT,-1.082983246,2.16E-06,0.000272516
ENSG00000253991,RNA_M12e2.vs.RNA_M12WT,0.0083643,0.982530334,0.992536044
ENSG00000253153,RNA_M12e2.vs.RNA_M12WT,-0.580386269,0.077217985,0.229898202
ENSG00000104490,RNA_M12e2.vs.RNA_M12WT,0.07884924,0.835032075,0.915197883
ENSG00000048392,RNA_M12e2.vs.RNA_M12WT,0.147953878,0.289284002,0.508953709
ENSG00000246263,RNA_M12e2.vs.RNA_M12WT,-0.24484272,0.2184114,0.431007566
ENSG00000104517,RNA_M12e2.vs.RNA_M12WT,-0.234279714,0.147029112,0.340542309
ENSG00000253633,RNA_M12e2.vs.RNA_M12WT,-0.697526654,0.219056691,0.431657375
ENSG00000155090,RNA_M12e2.vs.RNA_M12WT,0.288991699,0.017004581,0.093579987
ENSG00000253669,RNA_M12e2.vs.RNA_M12WT,1.186214002,0.000176204,0.005089455
ENSG00000155096,RNA_M12e2.vs.RNA_M12WT,0.073776013,0.528270251,0.715865599
ENSG00000253320,RNA_M12e2.vs.RNA_M12WT,-0.147614883,0.545817881,0.728734213
ENSG00000244052,RNA_M12e2.vs.RNA_M12WT,-0.223101277,0.0535447,0.185610917
ENSG00000155097,RNA_M12e2.vs.RNA_M12WT,-0.267977256,0.038096395,0.151326847
ENSG00000247081,RNA_M12e2.vs.RNA_M12WT,0.438259238,0.055948956,0.190713891
ENSG00000164930,RNA_M12e2.vs.RNA_M12WT,0.499187703,0.001162249,0.017319983
ENSG00000164932,RNA_M12e2.vs.RNA_M12WT,1.120995651,3.90E-05,0.001802318
ENSG00000164933,RNA_M12e2.vs.RNA_M12WT,-0.238122374,0.067900812,0.213331923
ENSG00000164934,RNA_M12e2.vs.RNA_M12WT,-0.257034328,0.042324084,0.161227181
ENSG00000176406,RNA_M12e2.vs.RNA_M12WT,-1.301766514,0.030637252,0.132514042
ENSG00000239344,RNA_M12e2.vs.RNA_M12WT,0.047095835,0.783984108,0.884955854
ENSG00000147650,RNA_M12e2.vs.RNA_M12WT,0.390669293,0.014512598,0.084662534
ENSG00000240271,RNA_M12e2.vs.RNA_M12WT,0.417851698,0.477290969,0.674179929
ENSG00000251003,RNA_M12e2.vs.RNA_M12WT,-0.012472979,0.907361858,0.954027639
ENSG00000254615,RNA_M12e2.vs.RNA_M12WT,-0.931427664,0.00049375,0.009956619
ENSG00000164830,RNA_M12e2.vs.RNA_M12WT,-0.453720726,0.00443441,0.041071821
ENSG00000253676,RNA_M12e2.vs.RNA_M12WT,0.434765469,0.013366419,0.080175272
ENSG00000253228,RNA_M12e2.vs.RNA_M12WT,0.321327727,0.181761437,0.386532522
ENSG00000104408,RNA_M12e2.vs.RNA_M12WT,-0.385015636,0.005405665,0.046282769
ENSG00000104412,RNA_M12e2.vs.RNA_M12WT,-0.102202915,0.442329894,0.646231549
ENSG00000120526,RNA_M12e2.vs.RNA_M12WT,-0.191405469,0.113700427,0.290699534
ENSG00000120533,RNA_M12e2.vs.RNA_M12WT,0.127097982,0.27442491,0.492796653
ENSG00000254185,RNA_M12e2.vs.RNA_M12WT,-0.247668397,0.22273381,0.435734825
ENSG00000147654,RNA_M12e2.vs.RNA_M12WT,-0.192423804,0.111787612,0.287535423
ENSG00000147642,RNA_M12e2.vs.RNA_M12WT,-1.738785229,1.88E-07,6.95E-05
ENSG00000147677,RNA_M12e2.vs.RNA_M12WT,-0.255069297,0.00826626,0.059778211
ENSG00000147679,RNA_M12e2.vs.RNA_M12WT,-0.367529699,0.018147859,0.097335361
ENSG00000164754,RNA_M12e2.vs.RNA_M12WT,0.078525994,0.490401626,0.685212879
ENSG00000253327,RNA_M12e2.vs.RNA_M12WT,1.351858531,0.004047718,0.038743291
ENSG00000164758,RNA_M12e2.vs.RNA_M12WT,-0.141805675,0.249197251,0.46621835
ENSG00000182197,RNA_M12e2.vs.RNA_M12WT,0.303733788,0.016249672,0.090748188
ENSG00000177570,RNA_M12e2.vs.RNA_M12WT,-1.006371023,0.000210735,0.005719041
ENSG00000147676,RNA_M12e2.vs.RNA_M12WT,-2.351978174,1.69E-09,3.39E-06
ENSG00000136999,RNA_M12e2.vs.RNA_M12WT,-1.012526088,0.000525207,0.010336267
ENSG00000064313,RNA_M12e2.vs.RNA_M12WT,-0.128657106,0.33363927,0.552062046
ENSG00000136982,RNA_M12e2.vs.RNA_M12WT,-0.252463766,0.077859249,0.23107185
ENSG00000155792,RNA_M12e2.vs.RNA_M12WT,-1.249579974,0.000156635,0.004777118
ENSG00000172172,RNA_M12e2.vs.RNA_M12WT,-0.406762478,0.001526886,0.020739668
ENSG00000172167,RNA_M12e2.vs.RNA_M12WT,-0.238758562,0.14976133,0.344231982
ENSG00000172164,RNA_M12e2.vs.RNA_M12WT,-1.636963972,7.49E-06,0.000592168
ENSG00000250290,RNA_M12e2.vs.RNA_M12WT,-1.234120799,0.019231547,0.100646631
ENSG00000271219,RNA_M12e2.vs.RNA_M12WT,-0.426168613,0.549193096,0.731367938
ENSG00000263443,RNA_M12e2.vs.RNA_M12WT,-0.479231531,0.202912621,0.412503993
ENSG00000235165,RNA_M12e2.vs.RNA_M12WT,-0.03237936,0.928641686,0.965029148
ENSG00000178764,RNA_M12e2.vs.RNA_M12WT,0.406800357,0.012462592,0.076901594
ENSG00000136986,RNA_M12e2.vs.RNA_M12WT,0.047140696,0.612858531,0.777443286
ENSG00000156787,RNA_M12e2.vs.RNA_M12WT,-0.07584539,0.586719524,0.75844884
ENSG00000147689,RNA_M12e2.vs.RNA_M12WT,0.482718889,0.220197783,0.432790561
ENSG00000189376,RNA_M12e2.vs.RNA_M12WT,0.048057769,0.684928078,0.825064236
ENSG00000259305,RNA_M12e2.vs.RNA_M12WT,-0.033656397,0.9083104,0.95447842
ENSG00000243498,RNA_M12e2.vs.RNA_M12WT,-0.40635795,0.067283544,0.212394098
ENSG00000165156,RNA_M12e2.vs.RNA_M12WT,-0.494065825,0.007090439,0.054742882
ENSG00000253336,RNA_M12e2.vs.RNA_M12WT,-0.20157626,0.312726562,0.532581497
ENSG00000156802,RNA_M12e2.vs.RNA_M12WT,-0.283623223,0.058283509,0.195215962
ENSG00000254294,RNA_M12e2.vs.RNA_M12WT,0.041416084,0.875229368,0.938132439
ENSG00000156795,RNA_M12e2.vs.RNA_M12WT,-0.095561735,0.36236361,0.577787275
ENSG00000156804,RNA_M12e2.vs.RNA_M12WT,-0.01521629,0.943890647,0.972747509
ENSG00000176853,RNA_M12e2.vs.RNA_M12WT,-0.310271298,0.042840133,0.162436883
ENSG00000250727,RNA_M12e2.vs.RNA_M12WT,1.377083677,0.019469622,0.101353805
ENSG00000271975,RNA_M12e2.vs.RNA_M12WT,-0.670461528,0.00741555,0.056201126
ENSG00000164983,RNA_M12e2.vs.RNA_M12WT,-0.650968868,0.000544233,0.010572975
ENSG00000183665,RNA_M12e2.vs.RNA_M12WT,-0.099119048,0.356701847,0.573935772
ENSG00000245149,RNA_M12e2.vs.RNA_M12WT,-0.373857549,0.027725718,0.12497966
ENSG00000170881,RNA_M12e2.vs.RNA_M12WT,-0.042606067,0.682863475,0.823739191
ENSG00000147687,RNA_M12e2.vs.RNA_M12WT,-0.392584964,0.00848122,0.060615598
ENSG00000253106,RNA_M12e2.vs.RNA_M12WT,0.558472131,0.076975262,0.22969783
ENSG00000147684,RNA_M12e2.vs.RNA_M12WT,0.086063124,0.427852449,0.633548921
ENSG00000170873,RNA_M12e2.vs.RNA_M12WT,-1.018554982,3.17E-05,0.001563286
ENSG00000272486,RNA_M12e2.vs.RNA_M12WT,-1.277681456,0.000726056,0.01270987
ENSG00000180938,RNA_M12e2.vs.RNA_M12WT,0.093825908,0.561341266,0.740089064
ENSG00000104549,RNA_M12e2.vs.RNA_M12WT,-0.32617231,0.010443257,0.069085893
ENSG00000164961,RNA_M12e2.vs.RNA_M12WT,-0.572726307,0.000712242,0.012568861
ENSG00000156831,RNA_M12e2.vs.RNA_M12WT,-0.39550685,0.003743248,0.036982458
ENSG00000173334,RNA_M12e2.vs.RNA_M12WT,-0.092610217,0.273416977,0.491693191
ENSG00000253651,RNA_M12e2.vs.RNA_M12WT,-1.057650974,0.058613455,0.195711927
ENSG00000250563,RNA_M12e2.vs.RNA_M12WT,0.373375941,0.170645925,0.37191041
ENSG00000168672,RNA_M12e2.vs.RNA_M12WT,0.419841116,0.00125195,0.018200992
ENSG00000224722,RNA_M12e2.vs.RNA_M12WT,0.251980617,0.114035773,0.291023562
ENSG00000254166,RNA_M12e2.vs.RNA_M12WT,-0.336255758,0.207729865,0.41826694
ENSG00000247844,RNA_M12e2.vs.RNA_M12WT,-0.768286718,0.000369697,0.008206797
ENSG00000246228,RNA_M12e2.vs.RNA_M12WT,-0.579564638,0.001238828,0.018036936
ENSG00000212993,RNA_M12e2.vs.RNA_M12WT,-0.814033021,0.100056405,0.268141336
ENSG00000136997,RNA_M12e2.vs.RNA_M12WT,-1.371409098,1.12E-06,0.000186591
ENSG00000249859,RNA_M12e2.vs.RNA_M12WT,-0.252542802,0.079360033,0.233514668
ENSG00000224110,RNA_M12e2.vs.RNA_M12WT,0.629511021,0.329842086,0.549019357
ENSG00000153310,RNA_M12e2.vs.RNA_M12WT,-0.205689059,0.062042077,0.202858073
ENSG00000153317,RNA_M12e2.vs.RNA_M12WT,0.900471458,0.000113988,0.003866724
ENSG00000132294,RNA_M12e2.vs.RNA_M12WT,-0.351306414,0.019691548,0.102101819
ENSG00000129295,RNA_M12e2.vs.RNA_M12WT,-0.957309699,7.97E-05,0.002970153
ENSG00000129292,RNA_M12e2.vs.RNA_M12WT,-0.096645544,0.477644748,0.674437131
ENSG00000104419,RNA_M12e2.vs.RNA_M12WT,-0.993234082,5.70E-06,0.000489151
ENSG00000225259,RNA_M12e2.vs.RNA_M12WT,-0.092712247,0.455784762,0.657609196
ENSG00000008513,RNA_M12e2.vs.RNA_M12WT,-0.523348666,0.000793914,0.013547575
ENSG00000261220,RNA_M12e2.vs.RNA_M12WT,-0.695154032,0.027841461,0.125304746
ENSG00000066827,RNA_M12e2.vs.RNA_M12WT,0.133502093,0.378688635,0.59251362
ENSG00000259820,RNA_M12e2.vs.RNA_M12WT,-0.358739281,0.071332779,0.219531042
ENSG00000131773,RNA_M12e2.vs.RNA_M12WT,-0.212508535,0.124666168,0.307377379
ENSG00000253915,RNA_M12e2.vs.RNA_M12WT,-0.554917153,0.072206271,0.221386727
ENSG00000169427,RNA_M12e2.vs.RNA_M12WT,-1.99483147,0.000167383,0.004944328
ENSG00000167632,RNA_M12e2.vs.RNA_M12WT,-0.181623975,0.220913923,0.433428483
ENSG00000259891,RNA_M12e2.vs.RNA_M12WT,0.630029326,0.030565194,0.132406478
ENSG00000104472,RNA_M12e2.vs.RNA_M12WT,0.124804858,0.219745289,0.432466655
ENSG00000259758,RNA_M12e2.vs.RNA_M12WT,-0.295017338,0.041206957,0.158426391
ENSG00000123908,RNA_M12e2.vs.RNA_M12WT,-0.275598028,0.156572845,0.353395456
ENSG00000169398,RNA_M12e2.vs.RNA_M12WT,0.144750505,0.148488507,0.342441705
ENSG00000105339,RNA_M12e2.vs.RNA_M12WT,0.046642755,0.726044121,0.851198472
ENSG00000253210,RNA_M12e2.vs.RNA_M12WT,0.235139228,0.479007928,0.675662767
ENSG00000022567,RNA_M12e2.vs.RNA_M12WT,0.052963263,0.705288353,0.838939471
ENSG00000253307,RNA_M12e2.vs.RNA_M12WT,-0.13889608,0.831596647,0.912938893
ENSG00000261655,RNA_M12e2.vs.RNA_M12WT,1.086386797,0.020313832,0.103929141
ENSG00000204882,RNA_M12e2.vs.RNA_M12WT,-0.020111917,0.961317178,0.981938584
ENSG00000184489,RNA_M12e2.vs.RNA_M12WT,0.196917003,0.54849529,0.730768959
ENSG00000271959,RNA_M12e2.vs.RNA_M12WT,-0.129646537,0.899909323,0.950601829
ENSG00000253605,RNA_M12e2.vs.RNA_M12WT,-0.203378722,0.084196421,0.242727418
ENSG00000254183,RNA_M12e2.vs.RNA_M12WT,-0.415049682,0.212095589,0.423393584
ENSG00000171045,RNA_M12e2.vs.RNA_M12WT,0.412317218,0.128405982,0.31352833
ENSG00000181790,RNA_M12e2.vs.RNA_M12WT,0.621305358,0.106183471,0.278444534
ENSG00000198576,RNA_M12e2.vs.RNA_M12WT,0.18002281,0.532813962,0.719342799
ENSG00000234616,RNA_M12e2.vs.RNA_M12WT,-0.104847523,0.338940298,0.557454898
ENSG00000167653,RNA_M12e2.vs.RNA_M12WT,0.882520921,0.057261552,0.193342642
ENSG00000160886,RNA_M12e2.vs.RNA_M12WT,1.683222318,0.000159273,0.004827601
ENSG00000253741,RNA_M12e2.vs.RNA_M12WT,0.08994349,0.606398243,0.772549343
ENSG00000130193,RNA_M12e2.vs.RNA_M12WT,0.11584926,0.748545094,0.865105472
ENSG00000180155,RNA_M12e2.vs.RNA_M12WT,1.400958377,0.001631851,0.02158329
ENSG00000247317,RNA_M12e2.vs.RNA_M12WT,0.657412708,0.114935617,0.292431928
ENSG00000253971,RNA_M12e2.vs.RNA_M12WT,-0.498112488,0.053910576,0.186103826
ENSG00000160932,RNA_M12e2.vs.RNA_M12WT,-0.061527088,0.81923675,0.905901869
ENSG00000250115,RNA_M12e2.vs.RNA_M12WT,-0.122050805,0.619174801,0.781468466
ENSG00000181638,RNA_M12e2.vs.RNA_M12WT,0.098182465,0.677038064,0.820093963
ENSG00000250571,RNA_M12e2.vs.RNA_M12WT,0.349694224,0.290446161,0.509950127
ENSG00000253716,RNA_M12e2.vs.RNA_M12WT,-0.650241337,0.009697457,0.066168374
ENSG00000185730,RNA_M12e2.vs.RNA_M12WT,-0.009754621,0.946033744,0.97425801
ENSG00000184428,RNA_M12e2.vs.RNA_M12WT,0.105375986,0.378278851,0.592040539
ENSG00000254389,RNA_M12e2.vs.RNA_M12WT,0.297790271,0.50105985,0.694040761
ENSG00000158106,RNA_M12e2.vs.RNA_M12WT,0.508420776,0.209451217,0.420121666
ENSG00000253931,RNA_M12e2.vs.RNA_M12WT,0.84922774,0.058367411,0.195330435
ENSG00000254338,RNA_M12e2.vs.RNA_M12WT,0.717817814,0.127733164,0.312504302
ENSG00000182759,RNA_M12e2.vs.RNA_M12WT,0.784881891,0.032444626,0.137248524
ENSG00000014164,RNA_M12e2.vs.RNA_M12WT,0.261193146,0.396314709,0.60798269
ENSG00000104518,RNA_M12e2.vs.RNA_M12WT,0.094413828,0.784518035,0.88545677
ENSG00000204839,RNA_M12e2.vs.RNA_M12WT,-0.447124135,0.254992548,0.471818067
ENSG00000147813,RNA_M12e2.vs.RNA_M12WT,0.017158835,0.962460811,0.982571485
ENSG00000254741,RNA_M12e2.vs.RNA_M12WT,-0.353077292,0.54892447,0.731142379
ENSG00000104529,RNA_M12e2.vs.RNA_M12WT,0.273364548,0.149842779,0.344249639
ENSG00000179886,RNA_M12e2.vs.RNA_M12WT,0.193432834,0.664334696,0.811202845
ENSG00000271912,RNA_M12e2.vs.RNA_M12WT,0.840660845,0.099959796,0.268065312
ENSG00000104524,RNA_M12e2.vs.RNA_M12WT,0.441307475,0.177601578,0.381037034
ENSG00000104522,RNA_M12e2.vs.RNA_M12WT,-0.259072732,0.128005007,0.312821493
ENSG00000183309,RNA_M12e2.vs.RNA_M12WT,0.226554504,0.135905673,0.324340623
ENSG00000181135,RNA_M12e2.vs.RNA_M12WT,0.363331239,0.070289931,0.217995348
ENSG00000181097,RNA_M12e2.vs.RNA_M12WT,-0.15816911,0.542344784,0.726003751
ENSG00000181085,RNA_M12e2.vs.RNA_M12WT,0.194506414,0.429285469,0.635196315
ENSG00000180921,RNA_M12e2.vs.RNA_M12WT,0.363531951,0.058559823,0.195707586
ENSG00000203499,RNA_M12e2.vs.RNA_M12WT,-0.904272557,3.67E-05,0.001734914
ENSG00000254973,RNA_M12e2.vs.RNA_M12WT,0.992008373,0.104844102,0.276186026
ENSG00000214733,RNA_M12e2.vs.RNA_M12WT,-0.17194878,0.863399926,0.932016375
ENSG00000180900,RNA_M12e2.vs.RNA_M12WT,0.257860285,0.409955581,0.618903732
ENSG00000179950,RNA_M12e2.vs.RNA_M12WT,0.078623182,0.701271528,0.836402618
ENSG00000185189,RNA_M12e2.vs.RNA_M12WT,0.624331358,0.000555124,0.010699896
ENSG00000227184,RNA_M12e2.vs.RNA_M12WT,0.255061472,0.134433108,0.322314537
ENSG00000178209,RNA_M12e2.vs.RNA_M12WT,0.707582564,0.011985652,0.075067023
ENSG00000178685,RNA_M12e2.vs.RNA_M12WT,2.08092339,0.002446678,0.028251146
ENSG00000178719,RNA_M12e2.vs.RNA_M12WT,0.053336739,0.833568831,0.914439534
ENSG00000178814,RNA_M12e2.vs.RNA_M12WT,1.050962074,0.028805224,0.127971817
ENSG00000255224,RNA_M12e2.vs.RNA_M12WT,1.095495167,0.112337712,0.288197856
ENSG00000178896,RNA_M12e2.vs.RNA_M12WT,-0.029191435,0.917367649,0.959487702
ENSG00000197858,RNA_M12e2.vs.RNA_M12WT,0.277739012,0.455337584,0.657207928
ENSG00000179091,RNA_M12e2.vs.RNA_M12WT,-0.128677658,0.590829481,0.76184886
ENSG00000179526,RNA_M12e2.vs.RNA_M12WT,0.240039159,0.484654055,0.680533138
ENSG00000179632,RNA_M12e2.vs.RNA_M12WT,0.228074222,0.24304965,0.458993551
ENSG00000179698,RNA_M12e2.vs.RNA_M12WT,2.25407928,0.001530495,0.020759979
ENSG00000235173,RNA_M12e2.vs.RNA_M12WT,-0.303084956,0.345638857,0.564792458
ENSG00000179832,RNA_M12e2.vs.RNA_M12WT,0.339666586,0.199336328,0.40849323
ENSG00000204775,RNA_M12e2.vs.RNA_M12WT,-0.15149798,0.649478844,0.800978343
ENSG00000230567,RNA_M12e2.vs.RNA_M12WT,-0.365703337,0.188038429,0.394410805
ENSG00000204771,RNA_M12e2.vs.RNA_M12WT,0.821157208,0.130030952,0.315885953
ENSG00000170727,RNA_M12e2.vs.RNA_M12WT,-0.124309737,0.611091727,0.776096844
ENSG00000185122,RNA_M12e2.vs.RNA_M12WT,0.210517661,0.380294615,0.593834538
ENSG00000254690,RNA_M12e2.vs.RNA_M12WT,0.514551481,0.215870209,0.428446521
ENSG00000185000,RNA_M12e2.vs.RNA_M12WT,0.113474544,0.712301816,0.842841133
ENSG00000214597,RNA_M12e2.vs.RNA_M12WT,0.540453232,0.120898223,0.301493396
ENSG00000185803,RNA_M12e2.vs.RNA_M12WT,0.17240009,0.636625981,0.792594504
ENSG00000182325,RNA_M12e2.vs.RNA_M12WT,-0.18153687,0.535878425,0.721532706
ENSG00000173137,RNA_M12e2.vs.RNA_M12WT,0.330988075,0.357159991,0.57405219
ENSG00000071894,RNA_M12e2.vs.RNA_M12WT,0.141732561,0.567966581,0.745043638
ENSG00000147804,RNA_M12e2.vs.RNA_M12WT,0.334670458,0.333197303,0.55175181
ENSG00000160948,RNA_M12e2.vs.RNA_M12WT,0.332694296,0.192329363,0.400036114
ENSG00000160949,RNA_M12e2.vs.RNA_M12WT,-0.159612216,0.60687808,0.772851739
ENSG00000187954,RNA_M12e2.vs.RNA_M12WT,0.240513025,0.372272002,0.586579774
ENSG00000167702,RNA_M12e2.vs.RNA_M12WT,-0.290916621,0.160453462,0.358365528
ENSG00000160972,RNA_M12e2.vs.RNA_M12WT,0.451959244,0.208070591,0.418519989
ENSG00000167701,RNA_M12e2.vs.RNA_M12WT,0.268847002,0.825820073,0.909656202
ENSG00000167700,RNA_M12e2.vs.RNA_M12WT,-0.432281241,0.352011746,0.569886475
ENSG00000160957,RNA_M12e2.vs.RNA_M12WT,0.095125243,0.735957782,0.857268272
ENSG00000265393,RNA_M12e2.vs.RNA_M12WT,-0.266590943,0.652077543,0.802773914
ENSG00000160959,RNA_M12e2.vs.RNA_M12WT,-0.260283018,0.223270091,0.436327848
ENSG00000254402,RNA_M12e2.vs.RNA_M12WT,1.046890271,0.087729803,0.248014153
ENSG00000213563,RNA_M12e2.vs.RNA_M12WT,0.039583423,0.871049107,0.936305345
ENSG00000147799,RNA_M12e2.vs.RNA_M12WT,0.717616717,0.002698692,0.03023674
ENSG00000198169,RNA_M12e2.vs.RNA_M12WT,-0.206872621,0.072954521,0.22249996
ENSG00000196378,RNA_M12e2.vs.RNA_M12WT,0.189976624,0.205911134,0.41599471
ENSG00000161016,RNA_M12e2.vs.RNA_M12WT,0.285943595,0.127940634,0.312796132
ENSG00000197363,RNA_M12e2.vs.RNA_M12WT,-0.020240919,0.93141132,0.967055325
ENSG00000147789,RNA_M12e2.vs.RNA_M12WT,0.193760468,0.06843536,0.214554342
ENSG00000170619,RNA_M12e2.vs.RNA_M12WT,-0.043816013,0.873201266,0.937348
ENSG00000196150,RNA_M12e2.vs.RNA_M12WT,0.481120173,0.005111142,0.044896215
ENSG00000170631,RNA_M12e2.vs.RNA_M12WT,0.241789897,0.118466801,0.297583635
ENSG00000196922,RNA_M12e2.vs.RNA_M12WT,0.337884075,0.026465424,0.121791798
ENSG00000254618,RNA_M12e2.vs.RNA_M12WT,0.165890374,0.509163987,0.700343607
ENSG00000255559,RNA_M12e2.vs.RNA_M12WT,0.092994765,0.785569333,0.885729066
ENSG00000182307,RNA_M12e2.vs.RNA_M12WT,-0.214403609,0.027446807,0.124364889
ENSG00000236875,RNA_M12e2.vs.RNA_M12WT,1.334224439,0.005448911,0.046490908
ENSG00000181404,RNA_M12e2.vs.RNA_M12WT,0.374104166,0.167427177,0.368270976
ENSG00000170122,RNA_M12e2.vs.RNA_M12WT,0.70656757,0.023689848,0.114238229
ENSG00000172785,RNA_M12e2.vs.RNA_M12WT,0.056719601,0.722305165,0.84881556
ENSG00000107104,RNA_M12e2.vs.RNA_M12WT,0.108356736,0.32152877,0.541282812
ENSG00000235330,RNA_M12e2.vs.RNA_M12WT,0.301388463,0.459264939,0.659740621
ENSG00000226403,RNA_M12e2.vs.RNA_M12WT,0.413292776,0.284455199,0.503895438
ENSG00000137090,RNA_M12e2.vs.RNA_M12WT,0.849536242,0.001258427,0.018254632
ENSG00000233575,RNA_M12e2.vs.RNA_M12WT,0.542023889,0.564010765,0.74222683
ENSG00000080503,RNA_M12e2.vs.RNA_M12WT,0.771163805,0.001255901,0.01823145
ENSG00000080608,RNA_M12e2.vs.RNA_M12WT,-0.1028374,0.481682688,0.678042691
ENSG00000236496,RNA_M12e2.vs.RNA_M12WT,0.277944213,0.146430004,0.339474943
ENSG00000229184,RNA_M12e2.vs.RNA_M12WT,0.798301254,0.037587913,0.150206347
ENSG00000080298,RNA_M12e2.vs.RNA_M12WT,0.06725329,0.703099894,0.837909412
ENSG00000107249,RNA_M12e2.vs.RNA_M12WT,2.50321138,1.58E-07,6.35E-05
ENSG00000237009,RNA_M12e2.vs.RNA_M12WT,6.62131455,1.05E-05,0.000758533
ENSG00000106688,RNA_M12e2.vs.RNA_M12WT,-0.634033532,0.000628117,0.011616607
ENSG00000106686,RNA_M12e2.vs.RNA_M12WT,0.47784793,0.088760413,0.249512419
ENSG00000205808,RNA_M12e2.vs.RNA_M12WT,0.183211799,0.153631116,0.349244069
ENSG00000273061,RNA_M12e2.vs.RNA_M12WT,-0.532646562,0.062395637,0.203269649
ENSG00000106993,RNA_M12e2.vs.RNA_M12WT,-0.310306154,0.037949246,0.151096928
ENSG00000147853,RNA_M12e2.vs.RNA_M12WT,-0.193843461,0.09710278,0.263461211
ENSG00000220105,RNA_M12e2.vs.RNA_M12WT,-0.228516726,0.280798314,0.499425852
ENSG00000120158,RNA_M12e2.vs.RNA_M12WT,-0.360453451,0.004293845,0.040178856
